XdUoiEVccdo	1001009	1031430	1148979	1217722	1290639	1322105	1337386	1373876
EY8eRmmSGx0	63218	65966	75656	80634	84213	86394	87655	90965
zyNUr4LWfoc	10692900	10830646	11431005	11722448	12009190	12149738	12220035	12462498
OrJ4rPSlrlI	1153743	1218688	1497717	1646763	1775906	1860338	1899312	2046250
JktwRXYTDYc	4571307	4590583	4708928	4789774	4869511	4907814	4923018	4988384
hD1YtmKXNb4	46356226	46637602	48198362	48876760	49652773	50677944	51046736	52457671
Jrr9bPVeieE	32642006	32799978	32912011	32969941	33025219	33056221	33076266	33131879
4X16Iw5ST4Q	1534974	1548057	1613005	1641902	1672473	1693376	1700743	1731809
0kKkKfpKfDk	24966	25448	26127	26639	27145	28201	28501	28779
7cK1a9C7nlg	4605551	4927998	6218630	6823513	7292772	7533136	7610870	7881698
oHV9sqp7Kws	42750	98467	134791	137220	139073	139649	139909	140685
At1EOyY5Hpo	1125169	1128575	1148923	1161034	1175711	1188389	1193327	1210782
36I7yGCA12s	28550	35678	56377	68102	76766	80337	82711	87325
a_0PSZ2S_yw	3581379	3619942	3783481	3855332	3933535	4003169	4029439	4126216
S_nyiXUMzdc	5588144	5681884	5964042	6097810	6214670	6269444	6295292	6364421
acMC7bTVcY8	3502831	3916704	4879130	5299822	5718962	5929522	6066627	6391869
t4-Vf6L63Js	1647567	1791498	1891433	1901680	1906388	1909042	1909473	1912521
QO7e_RiMVQg	11845553	11897918	12131174	12272609	12412299	12499751	12542552	12674600
FcmUNlgld74	11556546	11689985	12204305	12422680	12650488	12775481	12852115	13019992
LTenOkKggsg	3267696	3292797	3387798	3447839	3523094	3580157	3608782	3731177
ttwrfsruMaU	43306	53545	76219	88897	97398	101555	104574	110256
UOMiA4hSVVc	125944	134564	147892	153255	157614	160136	161764	164345
z2JmKR_STSw	10442081	10450237	10475080	10492899	10512745	10523385	10530763	10549723
wtZelxSzzm8	44227	45004	46927	47767	48465	49004	49457	50121
OpOvMwkGL18	2166173	3277431	5793830	6858866	7652639	8033825	8119366	8395477
DDY6KjQCMoQ	10243159	11043140	14921006	16346886	20066168	21178792	21295911	21442344
3EPWJEdDkFc	1467587	1477741	1526595	1554081	1585897	1609461	1620904	1663387
jCokmhfCziU	385577	388520	395014	398453	404180	407971	411191	417951
mTa8L_X-AfQ	29198241	29455634	30434456	31157881	32145960	32779989	33269188	34753636
3Qdog8EvSzg	305075	309876	320625	323252	325482	326414	326764	328077
oI_X2cMHNe0	4134237	4199819	4443223	4542714	4660185	4725895	4755947	4864706
lv8n_gPSbqM	48838	50281	54854	57712	59869	61076	61882	63872
6M8VTsQJ-74	219555	224432	239453	249220	257804	262683	266689	274783
TkTaadb9GmM	16366157	16439151	16729140	16836203	16974649	17053434	17095175	17200088
hjAyYupCcy0	172183	177892	186982	193281	199743	204017	206920	211756
DmKpePzn5-c	19407980	19476971	19767476	19985533	20162694	20286512	20352384	20582163
_dpIwwI86ss	1899408	1908316	1933802	1941704	1949446	1952778	1953799	1955675
9-Lxt14dSL4	43687	43853	44465	44761	45130	45437	45650	46484
5pEupFLn3Mw	67509	68530	70884	72103	73395	74235	74780	75628
ibDgSpyBQAA	5008933	5010639	5014143	5015240	5017025	5017939	5018335	5019849
1ACoq99fZYo	118614	122188	129924	131304	132096	132584	132788	133487
XzZGOrCn0gQ	2141116	2154422	2228147	2279136	2339287	2368411	2379668	2423249
tgB1wUcmbbw	36651488	36724542	37082413	37345960	37660541	37858021	37987734	38330699
vBJDPmTWP8o	1701859	1718708	1808403	1860191	1951406	1983034	1992798	2010041
dCC-Ix87Y68	59286	60375	64166	66713	69056	70482	71295	73588
IyrK52_bLl4	125209	126705	131614	134806	137455	139239	140703	143810
FKD71cLGzO4	1974730	2068696	2309005	2439195	2541799	2593802	2642073	2735583
7eLE5GHIyOg	492783	494601	498949	501420	503876	505175	505910	508656
F0fMoqY9qI0	11348225	11403164	11512876	11563398	11623395	11663356	11694221	11768988
JKOdGQAfAIc	2155081	2230077	2565024	2775543	2975665	3076247	3109297	3195206
-OxoU9WyZ8Q	44118	45370	47462	49204	50800	51785	52121	52605
Nus7MfF2ytw	175690436	178133872	188078031	193796348	199843891	202893223	205121052	210928098
b4F0YBnVdno	2748105	2749793	2756657	2761249	2766354	2769347	2771767	2778677
tcSmm3rJikY	4176026	4186272	4223919	4245812	4271129	4284849	4290818	4315965
jeVqPpWlPxg	5286037	5876518	6885868	7346701	7800390	8070148	8222836	8559844
OT2l4eNRtBk	31173	36855	41806	43765	45353	46297	46933	47864
9tPUeBsYmyc	42416	47849	56046	61033	66305	69493	72453	76069
7i8ZtcUekg0	80643	82705	86715	88969	90890	92094	92785	93928
tn79OFbPwKE	14764163	14901398	15558613	15925214	16265057	16428648	16503685	16795343
k6HfmIZXDuA	86235	88267	95674	100686	104499	106698	108847	113188
yt8XWraKEpQ	280694	332918	417224	428938	436372	439152	441058	449107
B9fv9EysEKk	26875582	27586197	30046851	31545741	33028834	34048897	34930770	37448104
iH8mWNKM8xU	2012873	2705990	4039625	4520303	4957672	5169542	5276001	5600771
DrG669-BIUk	478035	480623	484059	485081	485098	486158	486370	486802
m-acj_D5xLo	10805987	10838419	11100719	11332070	11599439	11714023	11753897	11962447
QtUOwx5Sn3s	22650	23239	24453	25418	26343	26906	27241	27801
OcJB9GWRq9Q	2098629	2103263	2127336	2140486	2154582	2167938	2172710	2188079
6qIz1TEBd0I	57912	60457	65645	72527	79110	82901	84065	87325
