video_id	title	size	category_ratio	views	comments	likes	views_wma	comments_wma	likes_wma
r4Cb5nj4VgI	MINI VAKANTIE MET ZIJN 3-EN - MONICAGEUZE WEEKVLOG #	1164.0	0.32	205261	213	2472	188822.75	206.75	2360.6428571428573
XdUoiEVccdo	Ronnie O'Sullivan Makes It Seven World Titles | Eurosport Snooker	499.0	0.09	1337386	1171	13833	1254582.607142857	1138.107142857143	13259.035714285714
OrJ4rPSlrlI	Last City in Europe with No Laws	502.0	0.32	1899312	3608	75177	1714527.5714285714	3306.3928571428573	70674.92857142857
z3vJM8AOvvQ	Tv-maker Catherine Keyl klaar met discussie over Johan Derksen	91.0	0.11	153355	586	685	152107.4642857143	583.1071428571429	683.3214285714286
2RguRRYnqlU	ONVERWACHTS BELLETJE VAN DE NEDERLANDSE POLITIE OP VAKANTIE..👮‍♀️😱	685.5	0.32	265838	343	7385	263634.89285714284	342.57142857142856	7348.357142857143
3MCr2hsmLBE	€100 als STEFAN Uit Mijn Handen Blijft - Air Tag Hunt	411.0	0.02	47951	43	2395	45039.71428571428	46.142857142857146	2287.8928571428573
7cK1a9C7nlg	I gave MrBeast a REAL LIGHTSABER and caused a DISASTER!	376.0	0.04	7610269	6149	306564	6975730.857142857	5871.821428571428	292152.3214285714
HzKJeQIX78k	Kraantje Pappie - Lang Leve The Life (prod. Nightwatch & Project Money)	91.0	0.13	56506	83	1536	49047.46428571428	73.67857142857143	1413.392857142857
KvbrhBGeQss	Hans Teeuwen - Heerlijk gesprek	279.0	0.02	210638	538	4485	208281.7142857143	530.7142857142857	4436.321428571428
_A6QcoZwRpI	Ik Huurde Iemand in om m’n iPhone te Repareren, Maar hij was Niet Stuk | Kalvijn	362.5	0.1	551074	502	29314	522141.9285714286	485.7142857142857	28058.5
Vcwhe0pY4Bg	Pheelz - Finesse (ft. BNXN) [Official Music Video]	87.0	0.13	9652624	2581	103636	9196371.107142856	2503.5714285714284	99444.75
a_0PSZ2S_yw	Overwatch 2 a Pathetic Preview	132.0	0.1	4029204	13247	228993	3910112.3214285714	12995.857142857143	224795.7857142857
lxZJqTudlf8	24 Pranks Binnen 24 Uur! *Challenge*	479.5	0.1	360789	1283	25631	353448.96428571426	1267.0714285714287	25259.071428571428
QO7e_RiMVQg	Insane $100,000 Challenge!	293.0	0.1	12542161	23558	557251	12356134.107142856	23233.071428571428	553235.2142857143
FcmUNlgld74	Johnny Depp's friend gets emotional talking about Amber Heard	168.5	0.11	12852115	12307	179483	12539551.5	12111.67857142857	175674.39285714287
3Nv99SKbpKU	K3 - Tjikke boem	107.0	0.13	472396	522	7948	452825.75	513.6785714285714	7880.892857142857
z2JmKR_STSw	Brawl Stars: Brawl Talk - 2 Brawlers, Bot Drop Game Mode, Sprays, and MORE!	202.0	0.1	10530763	30066	539743	10505663.107142856	30033.464285714286	539419.0
OpOvMwkGL18	LAST TO TALK WINS $10,000	397.5	0.1	8119366	12313	203620	7029413.678571428	11193.642857142857	184975.39285714287
DDY6KjQCMoQ	Welcome to CLAN CAPITAL! Clash of Clans New Update!	40.0	0.1	21295911	5882	169825	18532459.39285714	5830.071428571428	167779.0
Im9bpJY_NRs	10 EXTREME MOPPEN!	527.5	0.32	418380	942	17799	402459.35714285716	922.6785714285714	17400.178571428572
M3iYFWMATyg	De hele wereld tegen Rusland? Valt best mee	265.0	0.11	161337	1613	2632	155949.10714285713	1564.6785714285713	2547.1071428571427
jVn_rRlP29w	De Nederlandse Bier Tierlist (met Acid)	420.5	0.32	260982	508	16281	252740.14285714287	492.25	15965.75
DxJNeHoCl9M	Al Mijn MakeUp WEGGOOIEN.. | GEEN CLICKBAIT! | JessieMaya	831.5	0.32	159436	331	4555	157599.75	326.92857142857144	4520.607142857143
2J9pXnhQJqM	Best and Worst Dressed Met Gala 2022 (Dirty Laundry)	494.5	0.02	450123	1000	8205	426088.10714285716	961.8214285714286	7881.5
DgyBl_gexIM	Tobi's vrijgezellenfeest | FOMO SHOW S3 #7 | NPO 3	590.0	0.32	532258	366	14347	524806.9285714285	360.35714285714283	14250.464285714286
oI_X2cMHNe0	How Electricity Actually Works	735.5	0.04	4755947	15980	233587	4606497.285714285	15594.464285714286	228500.0357142857
CTQ0TYi5_CE	TERUGKIJKEN: De Nationale Herdenking in Amsterdam	3535.0	0.11	143817	0	1562	138896.39285714287	0.0	1548.107142857143
eV_Ki30MDDA	I know what the hell I'm talking about! - Shaquille O'Neal 🤝 #shorts	20.0	0.09	10268136	2218	954509	9807568.714285715	2115.464285714286	917950.6071428572
I1KoMDjBGFw	😍 FEYENOORD SWINGT IN HALVE FINALE TEGEN MARSEILLE! 💪 | Samenvatting Feyenoord - Olympique Marseille	212.0	0.09	341319	590	4807	333823.10714285716	587.3571428571429	4768.357142857143
_fpxCuorKjA	Trevor Noah COMPLETE REMARKS at 2022 White House Correspondents' Dinner (C-SPAN)	775.0	0.11	4704986	12626	89200	4407821.357142857	12066.92857142857	84873.53571428571
