video_id	title	published_at	category_id	duration	views_1	views_2	views_3	views_4	views_5	views_6	views_7	views_8	likes_1	likes_2	likes_3	likes_4	likes_5	likes_6	likes_7	likes_8	comments_1	comments_2	comments_3	comments_4	comments_5	comments_6	comments_7	comments_8
zyNUr4LWfoc	No one has seen my real face	2022-04-28T13:22:04Z	1	PT19M21S	10692900	10829458	11429492	11722448	12008516	12149056	12219454	12462498	361807	364813	376560	382150	387587	390237	391572	396209	20206	20338	20809	21040	21224	21327	21386	21585
73z14uurwO8	OM VS OL 0-3 DEBRIEF (FAUT REJOUER LE MATCH)	2022-05-01T21:14:49Z	17	PT13M27S	348359	354157	369985	374785	378342	379669	380256	381977	18797	18962	19286	19362	19422	19438	19458	19501	2547	2564	2558	2564	2564	2564	2573	2574
nOL7AAlBNWE	Un mois pas facile... 😓 | MONTHLY VLOG	2022-05-02T16:00:35Z	27	PT59M15S	153122	158754	176677	186359	195364	199692	201755	207331	10699	10998	11561	11915	12180	12313	12398	12523	370	384	408	416	421	427	428	434
1bLg0XAmkT0	TABOEITNI - Op bezoek bij sekswerker Melicious.	2022-04-26T15:52:25Z	24	PT24M40S	45786	46689	48967	49974	50632	51221	51466	52151	2424	2458	2528	2559	2581	2597	2603	2620	109	109	111	114	119	122	122	125
HcYkm5HMO-Y	VOS QUESTIONS SUR LA SORCELLERIE FEAT MYSTICS MOONS !	2022-05-01T18:00:07Z	24	PT55M9S	121723	126252	135575	139982	144497	146808	148140	151078	6783	6964	7274	7443	7652	7769	7828	7922	234	240	249	257	263	264	265	269
OJiBxSe4pfU	WELCOME TO THE AA EPISODE #214 CHARLOTTE TIMMERS	2022-05-01T22:00:08Z	22	PT2H24M52S	17657	18469	20453	21457	22487	23072	23440	24400	208	213	225	237	246	248	247	250	40	40	41	41	43	43	44	48
-d8rwuG4l3Q	NOTRE PIRE ERREUR AU JAPON	2022-05-01T09:00:00Z	24	PT15M23S	216498	224401	244171	251452	256972	260011	261890	266769	16083	16520	17398	17769	18036	18195	18310	18512	288	291	301	304	309	310	311	317
7cK1a9C7nlg	I gave MrBeast a REAL LIGHTSABER and caused a DISASTER!	2022-04-30T16:00:03Z	28	PT12M32S	4605551	4923592	6215518	6823513	7291988	7532550	7610269	7881698	239424	250178	275651	287693	298406	304140	306566	312344	5087	5147	5446	5717	6029	6106	6149	6215
irmjkT-cu9I	TIK TOK M’A FAIT ACHETER ÇA ! (Chaque objet est trop cher)	2022-05-01T11:03:07Z	24	PT19M33S	2700168	2830141	3148891	3283435	3395065	3460116	3490881	3599295	287624	297957	315760	324736	332584	336456	339328	345084	2106	2173	2245	2299	2343	2368	2389	2417
_A6QcoZwRpI	Ik Huurde Iemand in om m’n iPhone te Repareren, Maar hij was Niet Stuk | Kalvijn	2022-04-30T10:00:12Z	22	PT12M5S	450325	461352	487565	509236	527971	541663	551074	574080	25064	25604	26690	27490	28249	28816	29314	30212	441	448	470	479	487	498	502	510
a_0PSZ2S_yw	Overwatch 2 a Pathetic Preview	2022-05-01T17:15:01Z	20	PT4M24S	3581123	3619942	3783481	3855332	3933385	4003169	4029204	4126174	213526	215194	220412	222960	225393	227897	228994	232176	12367	12467	12718	12870	13026	13184	13247	13469
acMC7bTVcY8	[EPISODE] ‘That That (prod. & ft. SUGA of BTS)’ MV Shoot Sketch - BTS (방탄소년단)	2022-05-04T10:00:05Z	10	PT7M38S	3498898	3912171	4876184	5299822	5717665	5928586	6065831	6391869	705188	753258	843600	877160	910406	926725	936363	958471	20821	21628	22242	22596	22947	23155	23250	23454
QO7e_RiMVQg	Insane $100,000 Challenge!	2022-04-24T17:00:22Z	20	PT9M46S	11845553	11897193	12130393	12272259	12411980	12499429	12542161	12674600	542515	543879	548585	551528	554248	556077	557252	559910	22521	22560	22743	23098	23334	23448	23558	23029
FcmUNlgld74	Johnny Depp's friend gets emotional talking about Amber Heard	2022-04-14T17:15:00Z	25	PT5M37S	11556546	11689985	12204305	12421970	12650488	12775481	12852115	13019853	163949	165616	171452	174241	176987	178514	179483	181334	11489	11563	11911	12061	12176	12251	12307	12429
3Nv99SKbpKU	K3 - Tjikke boem	2022-04-22T15:00:13Z	10	PT3M34S	409302	415453	430145	442358	457134	464468	472396	488213	7698	7736	7794	7842	7907	7929	7948	8014	497	496	505	506	515	521	522	527
NFGKkYjjsyI	JE FAIS LE RAMADAN !!	2022-04-16T16:01:07Z	24	PT21M25S	2487454	2491295	2504668	2513202	2523478	2528536	2531307	2539188	153162	153379	153930	154361	154789	155017	155169	155471	8242	8259	8287	8312	8343	8355	8371	8379
