video_id	title	published_at	category_id	duration	views_1	views_2	views_3	views_4	views_5	views_6	views_7	views_8	likes_1	likes_2	likes_3	likes_4	likes_5	likes_6	likes_7	likes_8	comments_1	comments_2	comments_3	comments_4	comments_5	comments_6	comments_7	comments_8
_LzE_yWxdqo	wait for it… 😱🤣 #shorts	2022-04-30T17:20:53Z	24	PT22S	10669601	10944809	10994610	11007679	11012589	11086235	11185950	11662585	456558	461159	462454	462945	463196	465068	466900	476551	548	551	551	554	558	561	563	570
SFQzjHRutGk	SURVIVOR 96. BÖLÜM FRAGMANI | İNANILMAZ ANLAR! @Survivor Türkiye ​	2022-05-04T21:06:47Z	24	PT1M40S	1467502	2039870	2257356	2263587	2265240	2266669	2267215	2268837	25309	31523	31952	31889	31888	31882	31876	31878	3575	4192	4245	4233	4228	4225	4221	4187
ZgmQBtQSyB8	Şampiyon Trabzonspor! Bitiş düdüğüyle yaşanan anlar #shorts	2022-04-30T19:53:38Z	17	PT24S	430065	432265	442098	445972	447917	449041	449742	451029	9167	9217	9343	9393	9427	9451	9462	9488	787	803	793	799	803	808	808	819
uC7A1jtbC6k	MODE XL - PURPLEHEJ (3. Sezon 8.Bölüm)	2022-05-01T18:00:26Z	10	PT30M32S	82153	85438	96030	100179	103644	106426	107503	110341	6343	6531	6974	7190	7351	7468	7518	7636	697	721	762	778	798	814	821	829
bf3R9J-Uv7g	Gözler Yalan Söylemez	2022-04-29T00:11:59Z	10	PT2M14S	89821	96500	113515	124482	138543	148538	156614	179280	558	602	696	769	849	897	939	1057	0	0	0	0	0	0	0	0
Im-hm_i_1qc	KONSEYDE OLAY TARTIŞMA! | Survivor All Star 2022 - 95. Bölüm	2022-05-03T22:47:58Z	24	PT22M22S	834696	894681	973448	1006976	1042419	1060709	1069549	1101624	10148	10647	11054	11206	11374	11461	11506	11635	9618	9956	10116	10236	10324	10369	10406	10464
66DH_mrLpIs	VARYAG: ‘Nereden Nereye’ Dedirten Bir Hikaye! ‘Hurda’dan Savaş Gemisine	2022-05-01T13:05:32Z	25	PT6M11S	193895	212736	282720	321463	362956	382940	393219	422583	2397	2578	2916	3151	3337	3433	3490	3568	173	181	229	253	280	299	303	315
gSva10cuutQ	Hawaii vlog	2022-05-02T09:00:18Z	22	PT6M26S	2341441	2408750	2633097	2774115	2898337	2952183	2984851	3057861	432303	439468	464136	479454	491422	496877	499876	507249	16635	16793	17226	17479	17682	17788	17852	17980
jjY3LDm7AQw	(اكبر لعبة مونوبولي بفلوس حقيقية مع اليوتيوبرز (الفائز يربح 10,000 درهم	2022-05-02T18:00:27Z	22	PT15M42S	1294755	1362241	1518351	1611389	1683145	1728491	1752513	1797755	130745	135951	145052	150745	154949	157281	158612	160783	7561	7758	7672	7907	8080	8102	8150	8169
6vvQ40PcO3g	TikTok Makyaj Hilelerini Test Ettim!	2022-04-29T17:34:53Z	22	PT28M17S	164732	169684	180343	186773	192294	196466	198750	204259	8360	8519	8838	9000	9164	9290	9379	9519	457	462	477	480	488	492	495	498
