video_id	title	published_at	category_id	duration	views_1	views_2	views_3	views_4	views_5	views_6	views_7	views_8	likes_1	likes_2	likes_3	likes_4	likes_5	likes_6	likes_7	likes_8	comments_1	comments_2	comments_3	comments_4	comments_5	comments_6	comments_7	comments_8
XQwsE3mvBEg	День Победы над россизмом	2022-05-03T11:07:28Z	23	PT11M43S	1047069	1088137	1136079	1155721	1173871	1180299	1183438	1188043	46330	47171	47952	48445	48877	49008	49096	49193	6806	7008	6784	6760	6785	6795	6794	6803
GhjhjdMLGyU	ПОМОЙНОЕ ВЕДРО - Т95Е6 - САМЫЕ СЛОЖНЫЕ ОТМЕТКИ СРЕДИ СТ	2022-05-04T20:56:28Z	20	PT4H4M20S	96201	103508	106901	107231	107138	107207	107233	107351	5070	5162	5185	5175	5175	5176	5179	5185	33	53	56	57	54	54	54	54
wNy8mtRYxOs	МОТ - По душам (Mood video, 2022)	2022-05-03T09:00:33Z	10	PT2M26S	149590	180799	295013	410873	575387	658995	728914	867294	5841	6519	8616	10559	12773	13975	14922	16617	142	151	174	188	219	233	242	258
KRkYYZqUrYQ	Москва предложила один раз - Отказались! Теперь будет больно...	2022-05-04T05:30:04Z	25	PT10M38S	427340	439514	469934	483240	489351	489938	490101	490463	26844	27581	29054	29504	29690	29703	29706	29714	1391	1401	1350	1371	1377	1379	1379	1374
RM5UOyi8W9g	#МОНТЯН В ЭФИРЕ: Восемь лет спустя… 😔	2022-05-02T18:20:55Z	22	PT2H4M40S	1268774	1275762	1296372	1307547	1323159	1330136			58540	58643	58818	58965	59147	59220			5133	5162	4839	4825	4854	4851		
Z0U07aRv54w	Минеев VS Никулин: ЗАРУБИЛИСЬ НА СЛОВАХ / УГРОЖАЕТ Минееву НОКАУТОМ / СПОР НА МИЛЛИОН | ХукВам	2022-05-04T11:00:29Z	17	PT46M41S	459740	494216	567071	608465	645144	663976	677883	715980	7768	8191	8983	9460	9880	10063	10252	10582	2038	2146	2306	2398	2494	2552	2595	2672
RqMxClvspj8	#МОНТЯН В ЭФИРЕ: Тихий вторник? 🤔	2022-05-03T17:37:11Z	22	PT1H6M17S	1134852	1149331	1161934	1165616	1169549	1171789			48396	48496	48324	48306	48321	48315			3373	3409	3300	3321	3327	3321		
oJAkfH-GHKA	ФСЁ ЦЕНЫ НА АВТОРЫНКЕ РУХНУЛИ, СЕГОДНЯ 2022	2022-05-04T08:00:14Z	2	PT18M48S	243105	280160	378009	436886	506922	529090	543295	560323	5511	5963	6961	7539	8032	8226	8353	8481	991	1090	1237	1354	1442	1487	1514	1520
acMC7bTVcY8	[EPISODE] ‘That That (prod. & ft. SUGA of BTS)’ MV Shoot Sketch - BTS (방탄소년단)	2022-05-04T10:00:05Z	10	PT7M38S	3502831	3916704	4879130	5299822	5718962	5929522	6066627	6391869	705357	753365	843647	877196	910441	926747	936375	958480	20825	21630	22255	22597	22948	23155	23250	23452
t4-Vf6L63Js	День семидесятый. Беседа с @Alexey Arestovych Алексей Арестович	2022-05-04T21:05:53Z	25	PT30M21S	1647567	1789521	1891433	1901680	1906388	1909034	1909473	1912521	272617	279881	307145	306533	306454	306385	306322	306175	4185	4635	4698	4703	4459	4457	4465	4446
bFeC5UBtLZs	REAL MADRID 3-1 MANCHESTER CITY **LOCURA EN EL ESTADIO** DjMaRiiO	2022-05-05T02:21:30Z	17	PT9M9S	1254104	2151983	3189898	3507722	3701296	3797136	3826924	3918268	115437	166100	204158	215760	223440	226943	228112	231053	3271	4112	4740	4858	4943	4994	5016	5044
2k9g9BVPx1k	Я себя знаю! Геннадий Хазанов х Азамат Мусагалиев	2022-05-02T12:39:17Z	24	PT25M5S	659785	728180	824945	851314	876759	889229	897792	916259	23945	25278	26442	26889	27228	27404	27549	27830	3176	3322	3404	3439	3472	3490	3501	3519
TowtJr7kbTc	😱Майнкрафт, но Ты Можешь Съесть Мир..	2022-05-04T09:19:22Z	20	PT17M50S	715981	784912	911258	968053	1023604	1045572	1071681	1122433	71975	76410	84522	87877	91189	92649	94050	97061	1472	1539	1638	1665	1712	1723	1743	1755
85ePZOOfShI	⚡ПІОНТКОВСЬКИЙ: таємні переговори за спиною путіна, Захарова в запої, новий президент рф. Україна 24	2022-05-04T06:00:05Z	25	PT33M24S	1251163	1316663	1425157	1435558	1441362	1445102	1446076	1447649	41588	43571	45315	45231	45273	45278	45278	45251	3199	3358	3328	3321	3268	3274	3274	3267
KMeLtkiLEQg	ВЫПАЛ НОВЫЙ БРАВЛЕР ДЖАНЕТ	2022-05-02T15:58:18Z	20	PT19M42S	1134911	1186380	1272273	1319219	1372508	1399417	1425619	1456044	68249	70030	72814	74669	76459	77373	78218	79260	4992	5056	5213	5320	5435	5498	5563	5636
LHJOFSPDp24	БИTBA за Украину! 4 мая итоги АЗОВСТАЛЬ Б0Й под землей! Зеленский перешёл в наступление?	2022-05-04T20:37:34Z	17	PT5M48S	810894	866963	903208	905426	906111	906868	907111	907728	37971	39603	40076	39892	39896	39885	39881	39871	1907	2016	1941	1761	1754	1755	1759	1631
yjmFq279JRQ	ВПЕРВЫЕ ЗАПУСТИЛ ИГРУ ВИРУС • Соник .EXE • Sonic Eyx	2022-05-04T08:00:16Z	20	PT14M39S	608860	654255	716830	739957	767402	782198	797845	815520	62411	64322	67121	67930	69303	69993	70659	71264	4165	4251	4351	4407	4468	4494	4516	4534
Wgqwxiczq5U	#433 Настоящие, но не боевые.	2022-05-04T12:07:52Z	22	PT23M16S	201963	224759	275433	296888	325652	336926	348772	360316	29280	31398	35145	36432	37861	38429	39189	39681	4851	5176	4998	5034	5207	5296	5410	5346
yeQeQnwdQcQ	СУМАСШЕДШИЙ РЕАЛ МАДРИД! Реал Мадрид - Манчестер Сити 3:1 | Обсуждение после матча	2022-05-04T23:52:05Z	17	PT1H54M26S	49247	57180	62905	64833	66372	67038	67503	68583	4671	4856	4927	4932	4943	4957	4968	4977	98	115	133	137	146	147	147	147
Mr_P0uopeZM	ГРУЗОВИКИ НА АВТОРЫНКЕ, ЦЕНЫ ВИДЕО 2022	2022-05-04T09:00:15Z	2	PT8M48S	37355	41733	54571	63140	73372	78195	84092	90629	1933	2044	2348	2504	2658	2728	2822	2914	122	132	145	154	183	193	200	217
_mGG40ZvXyE	КАК ДАЛЕКО ОГРОМНЫЙ ТАНК СМОЖЕТ ПРОЕХАТЬ ПО СЛОМАННОЙ ДОРОГЕ? ЭКСПЕРИМЕНТЫ ГТА 5	2022-05-03T11:00:17Z	20	PT21M44S	699468	748832	836973	899653	948258	971547	997671	1021238	43289	44760	47432	49363	50685	51409	51999	52673	2515	2555	2584	2611	2625	2632	2637	2640
EAI0aeioV5E	Создание секретного Ратте - Мультики про танки	2022-05-04T11:00:05Z	20	PT6M3S	597880	667993	803450	843853	873988	885629	894619	912072	29432	30669	32952	33571	34077	34324	34504	34875	849	874	984	1020	1049	1054	1086	1095
yvdyDTKuJXI	Грядет мобилизация в России?	2022-05-04T10:55:41Z	25	PT19M41S	547041	582756	670185	686230	695664	698532	700161	703421	25045	26261	28853	29120	29315	29349	29381	29407	4864	5086	5198	5223	5238	5277	5286	5247
V3exqLIGdbA	ТОП 10 САМЫХ ОСТРЫХ БЛЮД В МИРЕ // ЗАЧЕМ ЭТО ЕДЯТ ?	2022-05-03T09:26:08Z	24	PT8M29S	89296	96674	109463	116373	183591	241883	279292	335826	13560	14199	15189	15716	22652	26381	29038	32622	889	923	963	1034	3849	5730	7081	8623
-nZjGO2np3Y	"😁Боятся ехать в УКРАИНУ: как Россия ""мотивирует"" своих военных"	2022-05-04T09:00:00Z	25	PT43M37S	1000908	1066999	1291745	1350440	1439104	1483870	1505151	1548136	22695	24015	27765	28516	29612	30006	30230	30643	2798	2972	3489	3610	3708	3846	3927	3958
tHvupGgb_iA	Я ПРОВЕЛ 100 ДНЕЙ НА ЗОМБИ ОСТРОВЕ В МАЙНКРАФТ И ВОТ ЧТО, ПРОИЗОШЛО! #4	2022-05-04T14:00:31Z	20	PT23M50S	176978	211630	254858	274408	301754	313364	326765	343567	17586	18837	20932	21884	23002	23500	24023	24726	684	732	800	818	856	868	880	895
k_LQZaTCjJI	ВПЕРВЫЕ ПРИРУЧИЛИ РАЗБОЙНИКА В МАЙНКРАФТ!	2022-05-03T18:23:56Z	20	PT16M	1337419	1415039	1542961	1596940	1651711	1674424	1692878	1717456	109871	112980	117445	119140	121308	122234	122922	123762	12840	13071	13357	13507	13629	13669	13703	13734
ejqo6qHgWTg	КОНТАКТЫ в телефоне МакSим: Дима Билан, Егор Крид, Антон НЕ БРАТЬ!	2022-05-04T16:01:32Z	23	PT39M43S	456007	602239	786386	843223	898805	928868	959002	1013440	32349	38026	44549	46552	48525	49572	50635	52170	2422	2771	3168	3232	3330	3372	3404	3485
kJRmCcqrg7g	С 0% ДО 95% - ТРИ ОТМЕТКИ ЗА 1 СТРИМ - Т77	2022-05-04T23:12:56Z	20	PT11H51M12S	89296	91087	93511	94176	94962	95299	95537	96167	3933	3945	3968	3973	3985	3990	3996	4006	13	17	17	17	17	17	17	17
SgbomNuKv_s	“Жуунбай жүрүп, биттеп кеттим” деген аял таанылгыс болуп өзгөрдү	2022-05-03T08:38:36Z	24	PT21M48S	320402	344299	391305	414539	435477	443952	450738	463381	9021	9546	10447	10957	11338	11504	11618	11807	2024	2098	2260	2344	2397	2422	2436	2462
tD09cBIltKE	ПЕРЕПИСКА С АЗИАТКОЙ ИЗ ТИТОК! Требует 100 000$! LyapoTanya	2022-05-04T12:15:48Z	22	PT15M17S	36589	45027	59075	68703	82280	87715	94665	103168	4657	5081	6191	6851	7639	7997	8409	8830	1003	1063	1160	1211	1294	1340	1394	1410
dUTWbjR5nHA	ВОЙНА! КАК ИЗМЕНИЛАСЬ МОЯ ЖИЗНЬ!	2022-05-05T04:00:09Z	24	PT7M16S	61271	128436	197392	228789	269529	286401	298302	311989	11642	16616	21750	24333	27705	29163	30140	31087	None	703	1771	2101	2409	2540	2636	2718
kA81LzzdDGw	CRAZY Real Madrid DRESSING ROOM after reaching CHAMPIONS LEAGUE FINAL!	2022-05-04T23:56:08Z	17	PT3M1S	2576643	3367902	4259346	4697093	4927603	5015130	5047155	5102353	125863	144934	161886	168947	172382	173514	174067	174867	4482	5004	5482	5566	5639	5665	5686	5697
KD8Uq9lu-DY	ЕС дает заднюю |  Росатом подписался на лохотрон | Импортозамещаем микроэлектронику| AfterShock.news	2022-05-04T05:08:21Z	25	PT15M9S	424995	436850	480280	507337	524666	528790	529526	531036	20656	21113	21979	22333	22490	22538	22559	22588	1098	1135	1121	1145	1156	1157	1156	1158
DXDgtGpvl8Y	Эмбарго на энергоносители и бедность. Заседание Европарламента	2022-05-04T17:15:31Z	23	PT22M21S	910242	1106113	1211811	1230765	1244182	1248929	1252294	1258723	40833	44981	47366	47777	48138	48261	48379	48509	12740	16152	16662	15600	15545	15550	15542	15512
5HJSLAgch8A	Что ждет Россию? / Польша покупает российский газ у Германии / Одиночный пикет Матвиенко / Зеленский	2022-05-04T17:05:56Z	23	PT28M13S	52826	63046	81443	88758	94312	96523	98462	101647	6711	7658	8857	9367	9669	9794	9910	10065	628	720	789	815	833	836	845	854
CXpTpbhbkMU	ПОЮ ПЕСНИ из Фильмов и Мультиков :3	2022-05-04T20:29:48Z	10	PT3H41M39S	51371	56418	65360	68661	71596	73288	74808	78186	6292	6537	6822	6907	7037	7089	7150	7253	71	87	104	116	120	121	124	126
c5guhIm9YDI	"Удар по Днепру. Бои на ""Азовстали"". Восточный фронт | Война России с Украиной: день 71-й"	2022-05-05T08:10:23Z	25	PT1H5M	164787	226316	245058	249788	258546	261930	264978	266105	5607	6734	6965	7013	7088	7127	7147	7151	738	1110	1264	1130	1166	1190	1199	1192
0uBvrBK5Rbs	VLOG: СЛЕЗЫ НАВОРАЧИВАЮТСЯ! ВОТ ЭТО МЕНЯ ПРОРВАЛО! 04.05.22	2022-05-05T01:30:00Z	22	PT14M22S	204049	300457	367282	380059	390710	396799	400686	407165	13816	17510	19268	19771	20114	20265	20401	20600	771	918	1004	1025	1032	1033	1033	1039
OBf0d2PYdk4	НАВСЕГДА ЗАБАНИЛ СНАЙПЕРОВ В МАЙНКРАФТ!	2022-05-04T18:50:01Z	20	PT21M12S	865439	1281618	1576292	1653406	1727763	1760856	1793208	1827673	106310	124634	135490	138380	141023	142295	143373	144608	14467	16375	16987	17022	17145	17188	17218	17236
EPCJizoIeUI	СМОТРЮ СВОИ СТАРЫЕ ВИДЕО КРИНЖ ЧЕЛЛЕНДЖ	2022-05-04T12:03:16Z	22	PT35M43S	400593	456201	524326	543523	564780	576523	588784	607220	52521	56476	62240	64038	66006	67081	68203	69437	1976	2073	2162	2207	2242	2265	2299	2335
3s58t9KFCik	День рождения Приятного Ильдара/влог	2022-05-04T15:48:54Z	22	PT39M18S	100785	129347	163230	176150	191798	200347	209395	222485	15337	17591	20640	21861	23228	23899	24705	25533	463	523	574	595	621	631	647	659
Fy8TJFvW9g0	МЕНЯ ВЫГНАЛИ из ДОМА ЗЛЫЕ ДЕВОЧКИ в ИКЕА ► SCP в РОБЛОКС	2022-05-04T09:00:07Z	20	PT17M1S	98175	117627	150700	170432	204405	220721	237474	257683	6767	7457	8371	8970	9740	10130	10486	10912	847	900	1022	1061	1124	1169	1198	1240
8G2jppE4rgo	Шоколадное фондю Челлендж #1 | Шоколадный Фонтан от Multi DO Food Challenge	2022-05-02T14:00:02Z	22	PT17M31S	381890	404307	442060	464805	495443	507993	517506	533572	5679	6040	6618	7024	7524	7683	7844	8042	83	83	72	73	74	75	77	78
KGQjUIu9b54	Мобилизация в России? Коллапс экономики, цена путинской войны | Милов по вторникам	2022-05-03T19:15:07Z	25	PT2H56M41S	562394	579834	629057	667303	714038	744695	753012	785431	41021	41682	42325	42902	43529	43799	43907	44156	2768	2832	2711	2785	2844	2873	2889	2910
d5IPaqKJCCc	Ярослав Сумишевский и Ян Пу на фестивале «Дорога на Ялту» | Прощайте скалистые горы	2022-05-04T08:13:09Z	10	PT6M20S	52979	58926	74265	92229	111652	123224	135632	147640	3051	3234	3576	4011	4641	5098	5473	5840	313	324	339	364	407	434	452	478
tQjjfBRxbcs	Восьмидесятые | Серия 92	2022-05-04T09:00:24Z	1	PT24M19S	85743	91884	102988	107013	111325	113475	115686	119883	1819	1878	1955	1977	1996	2011	2032	2062	205	208	210	211	213	213	214	216
