video_id	title	published_at	category_id	duration	views_1	views_2	views_3	views_4	views_5	views_6	views_7	views_8	likes_1	likes_2	likes_3	likes_4	likes_5	likes_6	likes_7	likes_8	comments_1	comments_2	comments_3	comments_4	comments_5	comments_6	comments_7	comments_8
i0O86g520cs	David Carreira - Noite Inteira (Videoclip Oficial) [prod. Mr Marley]	2022-04-01T09:00:12Z	10	PT2M29S	2680210	2690516	2725483	2754499	2781951	2797031	2807831	2836137	21547	21619	21838	22010	22168	22260	22327	22445	1221	1215	1222	1225	1227	1226	1229	1238
cXW7M2TQvQ0	O que aconteceria com entrada de Suécia e Finlândia na Otan	2022-04-30T12:30:17Z	25	PT8M48S	380036	384748	398824	406425	413289	418191	420198	425990	18307	18432	18696	18822	18957	19032	19076	19145	1699	1701	1717	1722	1726	1734	1743	1757
YC6fW0qqDUk	Scroll	2022-04-19T10:02:40Z	10	PT2M38S	51179	53414	59792	63187	66927	69595	71520	76214	1656	1690	1769	1801	1842	1880	1901	1942	0	0	0	0	0	0	0	0
uynLFuuFBps	O meu novo projeto Mercedes 190 om605	2022-05-01T17:59:18Z	2	PT4M11S	27232	27870	30817	31856	32903	33542	33754	34341	1697	1717	1800	1827	1863	1880	1889	1904	65	65	71	73	74	74	74	74
a_0PSZ2S_yw	Overwatch 2 a Pathetic Preview	2022-05-01T17:15:01Z	20	PT4M24S	3581379	3619942	3783481	3855332	3933535	4003169	4029439	4126174	213531	215200	220414	222960	225394	227899	229000	232177	12367	12467	12718	12872	13026	13184	13247	13469
lnr1KCWf-J4	UMA HATER FOI NA NOSSA LOJA E NOS FEZ CHORAR - PLANETA DAS GÊMEAS	2022-04-16T14:00:31Z	24	PT14M29S	1503166	1506369	1521388	1531588	1538976	1547511	1550291	1564108	84373	84533	85105	85543	85878	86218	86387	86884	58	58	58	58	58	58	58	58
n43oZSY7df0	"Assault ""CARRO FORTE"" - Borges | Orochi | Chefin | Oruam | Bielzin (prod. TKN, Bonk)"	2022-04-05T21:00:20Z	10	PT5M31S	16801347	16976419	17711473	18215033	18643682	18990480	19149218	19745301	442104	443996	450414	455087	459451	462558	464315	469382	10383	10416	10526	10567	10604	10643	10654	10702
aCZ6aLuyTwM	Meu Cachorro Mágico Concede Desejos | Cachorros Ricos vs Sem Grana vs Giga Ricos, por Desafio Aceito	2022-04-29T14:00:01Z	24	PT30M24S	917701	953751	1118222	1262804	1386909	1504638	1544566	1692501	11811	12315	13988	15553	17199	18303	18801	20093	49	54	62	68	77	81	83	89
GsPk03_TqMc	Maria Clara e JP ajudam uma sereia triste | Educação ambiental para crianças ♻️ Dia da Terra 🌎	2022-04-22T12:00:08Z	24	PT5M58S	4052292	4071761	4186242	4363362	4407884	4443064	4455377	4501256	32098	32238	32931	34197	34445	34602	34671	34822	None	None	None	None	None	None	None	None
FcmUNlgld74	Johnny Depp's friend gets emotional talking about Amber Heard	2022-04-14T17:15:00Z	25	PT5M37S	11556546	11689985	12204305	12422680	12650488	12775481	12852115	13019992	163954	165622	171456	174245	176989	178517	179485	181338	11489	11563	11911	12061	12176	12251	12307	12429
