video_id	title	published_at	category_id	duration	views_1	views_2	views_3	views_4	views_5	views_6	views_7	views_8	likes_1	likes_2	likes_3	likes_4	likes_5	likes_6	likes_7	likes_8	comments_1	comments_2	comments_3	comments_4	comments_5	comments_6	comments_7	comments_8
RYqCp7DhSog	EL NETHER INVADE EL PLANETA | IMPERIOS #3	2022-05-02T22:20:19Z	20	PT40M23S	551539	575208	651908	676358	692760	702871	705031	716247	61096	62936	66188	67438	68364	68807	68931	69355	3053	3105	3243	3300	3346	3375	3380	3425
iHpirPqHu0c	TIKTOK me hizo comprar todo esto... de nuevo 😨	2022-05-01T20:45:00Z	26	PT17M37S	164630	167997	184601	190475	196582	200089	201134	205813	15061	15347	16213	16662	17035	17203	17270	17525	401	403	412	417	419	421	421	424
XwG55kTNs_0	Analizo a Rammstein versionando a Héroes del Silencio (Entre dos tierras) | ShaunTrack	2022-05-03T18:00:48Z	27	PT11M7S	195361	213942	286238	321237	348552	361369	365421	375500	12555	13624	15929	17124	17949	18410	18542	18863	775	836	989	1066	1107	1135	1149	1173
RO97n4rHLLU	CANTA CANTA - MAXIMUS, RUBIUS, ORSLOK, MANGEL, CHEETO (VERSIÓN EDITADA)	2022-05-02T19:53:47Z	24	PT17M54S	216060	224785	258098	279526	300431	313614	317648	338385	28368	29380	32485	34668	36748	38030	38508	40195	848	873	959	1004	1040	1064	1070	1091
hRffZKY8oqA	🔥 TRANSFORMA TU CUERPO Y PONTE EN FORMA - HAZ estos EJERCICIOS en CASA - DÍA 1 del RETO FUERTACO 💪	2022-05-02T16:00:44Z	27	PT33M18S	104443	107639	118220	123888	131148	138208	140111		7545	7710	8215	8543	8898	9217	9316		598	609	632	639	646	648	650	
_VxUbjsMyQs	rubius vino a mi directo a darme un regalo…	2022-05-02T21:44:42Z	20	PT14M13S	1369756	1394926	1502558	1567702	1623614	1661834	1668762	1699349	138534	141185	147839	152965	157083	159430	159985	161669	2647	2680	2655	2682	2708	2713	2716	2721
7t1-J40L_rM	Demarco Flamenco - Valentía (Lyric Vídeo Oficial)	2022-04-28T22:00:02Z	10	PT3M10S	296316	314016	366320	399612	434046	452574	467747	501552	10300	10596	11373	11767	12204	12470	12669	13082	285	288	303	311	322	336	339	345
_-DxRpFt8Z8	#FMSARGENTINA Jornada 3 Temporada 4 - #FMS22 | Urban Roosters	2022-04-30T22:58:07Z	10	PT5H38M46S	1192357	1196029	1213206	1219850	1226095	1231023	1232549	1239889	38683	38775	38995	39113	39219	39290	39331	39451	1095	1102	1133	1143	1148	1152	1153	1158
-NF0TGFka4w	💃🏻 Así me preparo para ir a la Feria 💃🏻| La Pelo	2022-05-02T13:45:00Z	24	PT8M49S	75708	78027	86051	91788	96217	98901	100107	103064	5650	5809	6139	6342	6500	6617	6675	6760	315	324	336	346	354	357	360	360
t4-Vf6L63Js	День семидесятый. Беседа с @Alexey Arestovych Алексей Арестович	2022-05-04T21:05:53Z	25	PT30M21S	1647567	1789521	1891433	1901666	1906388	1909034	1909473	1912521	272600	279875	307144	306533	306454	306385	306322	306176	4183	4635	4698	4703	4459	4457	4465	4446
