video_id	title	published_at	category_id	duration	views_1	views_2	views_3	views_4	views_5	views_6	views_7	views_8	likes_1	likes_2	likes_3	likes_4	likes_5	likes_6	likes_7	likes_8	comments_1	comments_2	comments_3	comments_4	comments_5	comments_6	comments_7	comments_8
fHdU-gzkl-I	ERATOX - Jesteś Mym Nałogiem (Official Video)	2022-04-29T10:01:07Z	10	PT3M25S	101359	105892	121904	131958	141420	146067	149919	159146	2288	2359	2534	2633	2715	2743	2770	2819	295	297	300	307	312	312	314	316
_LzE_yWxdqo	wait for it… 😱🤣 #shorts	2022-04-30T17:20:53Z	24	PT22S	10671381	10944809	10994713	11007679	11012603	11086235	11186739	11663193	456591	461160	462455	462945	463197	465063	466903	476582	548	551	551	554	558	561	563	570
kdnoxh8vjLo	Życie z traumą przemocy	2022-05-03T16:54:45Z	22	PT36M8S	152789	169072	198087	206591	213441	218564	222676	232353	10726	11758	13067	13489	13916	14227	14498	14975	1255	1349	1531	1565	1599	1627	1662	1726
760xRU26YNM	PRZERABIAMY POPULARNE HITY MUZYCZNE! (OKI, Mr. Polska, Paris Platynov)	2022-05-03T16:30:01Z	24	PT18M42S	156256	167063	181786	190174	197315	202431	204343	207206	14113	14895	15377	15854	16432	16709	16842	16945	391	413	424	438	443	444	447	451
ZF6ILkIzyFo	Wac Toja - KIELISZKI (Official Video)	2022-04-21T13:38:14Z	10	PT2M58S	639386	653921	694388	721755	746290	761727	773815	800337	18389	18585	18991	19203	19408	19518	19595	19780	324	325	333	338	343	340	345	345
d0oK0XipfTU	Mój dzień z MotoBiedą i POLONEZAMI - Kickster na odcinie #6	2022-04-28T17:16:17Z	2	PT17M45S	97602	99089	101518	102281	103011	103366	103606	104146	6616	6670	6757	6789	6816	6831	6844	6858	273	276	280	280	281	282	282	283
tP0MvwnQr3U	Kinny Zimmer - Jadę nocą na Mazurach 2 ft. Szpaku	2022-04-26T13:00:14Z	10	PT2M34S	1081605	1116327	1214473	1278682	1348760	1392175	1423395	1498280	57629	58241	59508	60381	61485	62028	62477	63258	1801	1810	1816	1830	1842	1846	1860	1874
rEx-A26tJ58	Beka z 365 dni	2022-04-27T13:49:56Z	24	PT57S	149505	152649	163705	169907	177046	181748	183869	188937	4515	4646	4915	5082	5254	5374	5467	5576	48	48	52	52	53	55	55	56
WJojnQkITtg	Marsz czerwony 1 Maja.	2022-05-03T16:00:13Z	24	PT28M40S	80553	89828	105472	116276	134778	146184	151896	163993	3880	4184	4611	4941	5539	5824	6015	6260	1238	1325	1532	1685	1877	1953	2040	2111
tfCTOaou8IU	Misja Futbol #1 | Finał Pucharu Polski, stare koty Ancelottiego, Cash i Zalewski na bokach kadry?	2022-05-02T09:35:22Z	24	PT1H9M57S	25849	26254	27229	27725	28427	28826	28991	29381	944	950	973	983	997	1005	1008	1012	84	84	84	84	84	84	84	84
t4-Vf6L63Js	День семидесятый. Беседа с @Alexey Arestovych Алексей Арестович	2022-05-04T21:05:53Z	25	PT30M21S	1649467	1791498	1891481	1901680	1906406	1909042	1909485	1912521	272660	279888	307145	306533	306453	306385	306323	306175	4185	4635	4698	4703	4459	4457	4465	4446
mjtTXlIYnbw	"Prawda Finału! Raków deklasuje Lecha! ""Drużyna oddaje charakter trenera""..."	2022-05-02T21:23:28Z	24	PT1H16M21S	30092	30785	32845	33444	33850	33978	34038	34143	848	857	878	883	887	887	888	889	87	90	92	92	95	95	95	96
Fw8ZJCRK-sY	ZOBACZCIE MOJE NOWE AUTO	2022-05-01T08:55:13Z	22	PT17M50S	180212	183156	188328	190263	193432	195076	196022	197814	5680	5751	5834	5882	6001	6056	6093	6134	289	290	299	300	304	304	305	305
D-Im2mB8btQ	"„Broń, której obecnie nikt inny nie ma"". Co miał na myśli Putin? | GODZINA Z JACKIEM #58"	2022-05-01T07:59:24Z	25	PT1H44M42S	311544	327251	373435	396596	424454	433852	437472	447706	None	None	None	None	None	None	None	None	1103	1137	1282	1335	1394	1418	1422	1439
JrrHWYu81iI	WYBACZ MI - Suchary #142	2022-05-03T13:24:15Z	24	PT2M11S	127907	136327	151963	157398	164631	167270	168610	171755	8219	8553	8877	9040	9264	9360	9426	9500	187	189	200	208	217	218	220	222
-EnO5IHKDmE	KANAŁ JAPKOMAN - ZŁODZIEJ I MITOMAN	2022-05-03T10:35:11Z	24	PT18M26S	48325	51198	55294	58653	62524	64847	65698	67520	5643	5911	6239	6515	6844	6983	7052	7150	154	159	170	175	185	192	193	193
JzTsOwl1nJQ	7. dzień tygodnia w Radiu ZET. Zaprasza Andrzej Stankiewicz!	2022-05-01T08:04:47Z	24	PT55M45S	58479	59171	60868	62156	64987	65452	65630	65994	876	878	888	894	901	902	903	904	506	517	528	530	531	531	531	529
bFFxJS9Qjnw	150 DNI MINECRAFT HARDCORE vs SPEEDRUNNER!	2022-05-04T16:35:28Z	20	PT21M5S	91465	117734	143824	153355	160765	164839	167769	172617	13490	15308	16538	16884	17254	17452	17623	17773	617	673	727	744	758	767	778	781
ETmC5qZIQX8	"HIGH League 3 DZIEŃ Z: Denis ""Bad Boy"" Załęcki"	2022-05-03T15:05:17Z	17	PT19M55S	462804	490803	538258	558538	579855	593148	598805	615097	22431	23405	24319	24904	25611	25942	26135	26501	1338	1400	1472	1509	1543	1563	1571	1604
LJenGtkGLeY	rusina - ZEMSTA feat. bary, vkie (🎥: learnhowtohustle/xawito)	2022-04-26T09:59:56Z	10	PT3M56S	576701	594940	645689	678157	712850	737231	756581	802434	27106	27377	27994	28405	28831	29142	29407	29846	1285	1291	1304	1326	1342	1345	1349	1353
xQwQojn9Dcw	UPADEK Balotellego - najbardziej SZALONA KARIERA?	2022-05-02T14:39:20Z	17	PT26M45S	165229	171695	190928	208390	236606	250449	257215	271909	5441	5613	5949	6331	6810	7057	7185	7363	223	233	245	261	284	298	300	308
vDHHdq6Cvd0	Dokończ Rysunek	2022-04-26T15:45:02Z	24	PT8M1S	290642	300589	327291	346280	365544	379206	388526	410151	25346	25802	26601	27204	27947	28335	28791	29413	761	769	790	800	818	830	838	843
v-PP9dk4DDg	🅽🅴🆆❤️MAJÓWKA 2022/2023!!!✔❤️😍 (MEGAMIX POMPA MAJÓWKA 2022) ❤️ POSŁUCHAJ TEGO SETA!! 💗NAJLEPSZE HITY!	2022-04-29T14:00:33Z	10	PT23M39S	58886	59846	63295	65166	66960	67978	68528	69564	1301	1317	1350	1365	1385	1399	1406	1419	57	57	58	58	58	59	59	59
nT3e7zwZJsU	Mentzen odsłania pomnik Morawieckiego	2022-04-29T17:35:46Z	24	PT6M54S	421660	426468	438888	443360	448495	451809	453040	455944	17789	17958	18404	18621	18804	18891	18953	19022	1609	1625	1661	1674	1679	1684	1687	1687
cDV5sVNDDck	JA KONTRA APARAT — problemy nastolatków z urodą | Śmieszne i niezręczne sytuacje od 123GO! CHALLENGE	2022-04-30T15:00:17Z	26	PT9M30S	38575	39587	41733	43511	45172	46744	47196	48155	858	879	915	946	980	1008	1015	1021	10	10	11	11	11	12	12	13
Q2UIgJfTBOU	rozpłakałam się...	2022-04-26T15:00:12Z	24	PT16M29S	495686	498325	504436	508296	512932	515682	517356	521043	34379	34509	34757	34946	35144	35240	35337	35431	887	889	894	899	902	904	905	906
rlt4IQQITlY	Ukraina dostała broń przeciw dronom. Jak działa?	2022-05-01T10:00:33Z	28	PT4M44S	40692	40842	41200	41384	41541	41636	41685	41760	1093	1096	1102	1108	1110	1113	1113	1112	115	115	115	118	120	120	120	120
oAyRl0bWRFY	Pan Tadeusz - streszczenie lektury w 9 minut	2022-05-02T09:00:31Z	27	PT8M59S	131292	131770	132676	132844	132965	133298	133434	133874	4615	4609	4583	4582	4588	4599	4612	4618	284	285	291	294	294	295	296	297
sQCof2oeUbA	Borixon - Melodyjki (prod. BAHsick)	2022-04-27T13:00:11Z	10	PT2M27S	523469	536194	574425	595195	615082	627540	636421	657480	25532	25765	26284	26552	26772	26948	27067	27251	651	653	666	673	676	685	684	687
kB12Q0NU7rA	znajomy od martwych żartów 3 gośc. Kacper Błoński	2022-05-04T15:34:31Z	24	PT3M3S	81133	97882	119518	124538	129285	132045	133450	136451	7115	8152	9293	9525	9855	10005	10109	10244	265	292	299	301	306	309	312	313
9cWTQPctB_M	Dziady cz. III - streszczenie lektury w 5 minut	2022-05-03T08:00:02Z	27	PT5M45S	114523	115130	116153	116403	116462	117072	117202	117486	4875	4875	4840	4839	4843	4865	4867	4866	317	319	325	326	326	326	326	326
VMbFg7z7VpI	TO BYŁO ZA MOCNE... XD OGLĄDAMY TIKTOKI	2022-05-04T13:00:34Z	24	PT8M3S	33063	40975	57744	64632	72857	77601	80615	87294	3019	3503	4184	4538	4885	5033	5182	5347	37	38	43	46	47	48	49	49
GmPWPuZp1sA	MUSIAŁYŚMY WEZWAĆ POLICJĘ *TENERYFA VLOG*	2022-05-04T13:54:11Z	22	PT22M49S	26174	34148	51660	57302	60703	61962	62757	64204	1679	2125	2716	2909	3037	3100	3133	3180	153	197	220	237	239	247	248	248
gRl0LJyG92Q	HIGH League 3: I KONFERENCJA	2022-05-04T20:20:07Z	24	PT3H9M57S	619204	683146	784338	825202	859975	879323	886296	902332	22498	23685	24638	24801	25104	25200	25276	25384	356	433	554	606	629	647	655	657
R3GjmkuWuuQ	PODRÓŻ DO NETHERU Z CHOMIK ŚWIR ⛏️ Treasure X Minecraft	2022-04-26T16:00:12Z	24	PT11M35S	113648	118158	126661	131149	135913	138650	140457	143030	8011	8221	8589	8811	9014	9153	9240	9326	697	709	737	751	773	784	793	800
nVeM3AOY2hM	Ciał tych pilotów nie pochowamy, użyźnią naszą ziemię. ​Tak wygląda pole bitwy pod Kijowem	2022-04-30T05:19:02Z	25	PT8M36S	274412	294302	351139	369919	393505	403605	406266	413817	2904	3032	3380	3542	3662	3724	3740	3782	1119	1246	1366	1406	1489	1524	1530	1490
KAyvp4FTFUQ	Czego NIE mówią: POLACY 6	2022-04-28T15:58:48Z	24	PT2M33S	165247	167617	175942	179324	182693	185445	186634	190579	12662	12811	13181	13349	13520	13648	13723	13843	245	245	247	249	253	253	253	254
bzuDEtAjBPQ	ZDRADZAM MOJEGO FRYZJERA! | POLEROWANIE WŁOSÓW	2022-04-29T17:21:53Z	22	PT19M24S	49243	50019	52179	52950	53969	54551	54882	55509	1491	1515	1547	1559	1572	1579	1588	1597	50	51	51	50	52	53	53	54
pz14QTJrito	365 Dni, czyli ten dramat powraca?	2022-04-29T10:56:31Z	24	PT14M35S	138287	143849	151438	153385	155208	156348	156856	157832	5934	6062	6228	6290	6348	6385	6402	6440	406	413	430	433	432	432	434	439
kA81LzzdDGw	CRAZY Real Madrid DRESSING ROOM after reaching CHAMPIONS LEAGUE FINAL!	2022-05-04T23:56:08Z	17	PT3M1S	2576643	3373107	4262424	4697093	4928008	5015325	5047498	5102353	126034	144962	161899	168951	172384	173515	174068	174868	4503	4998	5482	5566	5639	5665	5686	5697
7zq34_ZGsqY	REAKCJA VITO NA JEGO POSTAĆ W TOCA BOCA!😂*z kamerą*| Vito i Bella	2022-05-02T14:47:40Z	20	PT12M50S	60929	63788	68210	73056	77740	80178	81753	84601	4221	4363	4532	4759	4945	5033	5126	5215	415	424	432	447	457	460	467	471
IajEJAOpbzI	FREESTYLE NA MISTRZOSTWACH POLSKI W POEZJI	2022-04-28T15:58:00Z	22	PT10M14S	38514	39016	40454	41331	42202	42545	42754	43506	3081	3102	3166	3198	3231	3244	3261	3284	122	123	124	123	124	124	125	125
BH1XO-lbgw4	Kończymy blacharkę i stawiamy AMG na koła! | Mercedes CL55 AMG	2022-04-25T16:00:07Z	2	PT25M7S	252779	253680	256020	256875	258028	258641	258915	259609	7897	7909	7934	7942	7956	7964	7969	7973	551	551	551	551	551	551	551	551
