XdUoiEVccdo	1001009	1031430	1148979	1217722	1290639	1322105	1337386	1373876	1383123	1402682
EY8eRmmSGx0	63218	65966	75656	80634	84213	86394	87655	90965	91887	94235
zyNUr4LWfoc	10692900	10830646	11431005	11722448	12009190	12149738	12220035	12462498	12510409	12678773
OrJ4rPSlrlI	1153743	1218688	1497717	1646763	1775906	1860338	1899312	2046250	2077308	2176171
JktwRXYTDYc	4571307	4590583	4708928	4789774	4869511	4907814	4923018	4988384	4999271	5039039
hD1YtmKXNb4	46356226	46637602	48198362	48876760	49652773	50677944	51046736	52457671	52647809	53242563
Jrr9bPVeieE	32642006	32799978	32912011	32969941	33025219	33056221	33076266	33131879	33151736	33199639
4X16Iw5ST4Q	1534974	1548057	1613005	1641902	1672473	1693376	1700743	1731809	1736163	1753704
0kKkKfpKfDk	24966	25448	26127	26639	27145	28201	28501	28779	28877	28982
7cK1a9C7nlg	4605551	4927998	6218630	6823513	7292772	7533136	7610870	7881698	7936818	8105775
oHV9sqp7Kws	42750	98467	134791	137220	139073	139649	139909	140685	140778	141018
At1EOyY5Hpo	1125169	1128575	1148923	1161034	1175711	1188389	1193327	1210782	1213149	1221690
36I7yGCA12s	28550	35678	56377	68102	76766	80337	82711	87325	88790	91916
a_0PSZ2S_yw	3581379	3619942	3783481	3855332	3933535	4003169	4029439	4126216	4143176	4193407
S_nyiXUMzdc	5588144	5681884	5964042	6097810	6214670	6269444	6295292	6364421	6379577	6414469
acMC7bTVcY8	3502831	3916704	4879130	5299822	5718962	5929522	6066627	6391869	6466853	6621410
t4-Vf6L63Js	1647567	1791498	1891433	1901680	1906388	1909042	1909473	1912521	1912980	1914117
QO7e_RiMVQg	11845553	11897918	12131174	12272609	12412299	12499751	12542552	12674600	12703107	12792038
FcmUNlgld74	11556546	11689985	12204305	12422680	12650488	12775481	12852115	13019992	13063340	13190095
LTenOkKggsg	3267696	3292797	3387798	3447839	3523094	3580157	3608782	3731177	3765404	3854545
ttwrfsruMaU	43306	53545	76219	88897	97398	101555	104574	110256	112186	116042
UOMiA4hSVVc	125944	134564	147892	153255	157614	160136	161764	164345	165651	167934
z2JmKR_STSw	10442081	10450237	10475080	10492899	10512745	10523385	10530763	10549723	10554489	10566314
wtZelxSzzm8	44227	45004	46927	47767	48465	49004	49457	50121	50335	50721
OpOvMwkGL18	2166173	3277431	5793830	6858866	7652639	8033825	8119366	8395477	8443768	8594298
DDY6KjQCMoQ	10243159	11043140	14921006	16346886	20066168	21178792	21295911	21442344	21490657	21570577
3EPWJEdDkFc	1467587	1477741	1526595	1554081	1585897	1609461	1620904	1663387	1674818	1703293
jCokmhfCziU	385577	388520	395014	398453	404180	407971	411191	417951	420570	424690
mTa8L_X-AfQ	29198241	29455634	30434456	31157881	32145960	32779989	33269188	34753636	35477643	37042339
3Qdog8EvSzg	305075	309876	320625	323252	325482	326414	326764	328077	328328	328863
oI_X2cMHNe0	4134237	4199819	4443223	4542714	4660185	4725895	4755947	4864706	4884635	4937918
lv8n_gPSbqM	48838	50281	54854	57712	59869	61076	61882	63872	64418	65789
6M8VTsQJ-74	219555	224432	239453	249220	257804	262683	266689	274783	278342	286764
TkTaadb9GmM	16366157	16439151	16729140	16836203	16974649	17053434	17095175	17200088	17223584	17292008
hjAyYupCcy0	172183	177892	186982	193281	199743	204017	206920	211756	213601	217371
DmKpePzn5-c	19407980	19476971	19767476	19985533	20162694	20286512	20352384	20582163	20635637	20787069
_dpIwwI86ss	1899408	1908316	1933802	1941704	1949446	1952778	1953799	1955675	1956066	1957072
9-Lxt14dSL4	43687	43853	44465	44761	45130	45437	45650	46484	46540	46682
5pEupFLn3Mw	67509	68530	70884	72103	73395	74235	74780	75628	75909	76417
ibDgSpyBQAA	5008933	5010639	5014143	5015240	5017025	5017939	5018335	5019849	5020359	5021291
1ACoq99fZYo	118614	122188	129924	131304	132096	132584	132788	133487	133625	133951
XzZGOrCn0gQ	2141116	2154422	2228147	2279136	2339287	2368411	2379668	2423249	2428718	2447634
tgB1wUcmbbw	36651488	36724542	37082413	37345960	37660541	37858021	37987734	38330699	38419997	38648149
vBJDPmTWP8o	1701859	1718708	1808403	1860191	1951406	1983034	1992798	2010041	2014551	2023115
dCC-Ix87Y68	59286	60375	64166	66713	69056	70482	71295	73588	74145	75329
IyrK52_bLl4	125209	126705	131614	134806	137455	139239	140703	143810	145039	147760
FKD71cLGzO4	1974730	2068696	2309005	2439195	2541799	2593802	2642073	2735583	2761855	2815700
7eLE5GHIyOg	492783	494601	498949	501420	503876	505175	505910	508656	509403	511132
F0fMoqY9qI0	11348225	11403164	11512876	11563398	11623395	11663356	11694221	11768988	11790179	11838846
JKOdGQAfAIc	2155081	2230077	2565024	2775543	2975665	3076247	3109297	3195206	3216105	3259821
-OxoU9WyZ8Q	44118	45370	47462	49204	50800	51785	52121	52605	52767	52975
Nus7MfF2ytw	175690436	178133872	188078031	193796348	199843891	202893223	205121052	210928098	212813644	216761930
b4F0YBnVdno	2748105	2749793	2756657	2761249	2766354	2769347	2771767	2778677	2781022	2785940
tcSmm3rJikY	4176026	4186272	4223919	4245812	4271129	4284849	4290818	4315965	4320209	4336256
jeVqPpWlPxg	5286037	5876518	6885868	7346701	7800390	8070148	8222836	8559844	8629433	8771527
OT2l4eNRtBk	31173	36855	41806	43765	45353	46297	46933	47864	48184	48672
