zyNUr4LWfoc	10694089	10830646	11431005	11722448	12009190	12149738	12220035	12462498	12510409
OrJ4rPSlrlI	1153743	1219517	1498468	1646763	1775906	1860499	1899637	2046250	2077308
aNasBtbOsQA	3350979	3419219	3568439	3677606	3802511	3859289	3895139	3938111	3946218
hD1YtmKXNb4	46357445	46637602	48198602	48876760	49652971	50677944	51047214	52457671	52650786
1cB5JZcosr4	2077618	2184427	2532262	2882046	3277604	3484102	3579626	3815670	3872307
JktwRXYTDYc	4571307	4590583	4708928	4789774	4869511	4907814	4923018	4988384	4999271
WGwjBfi7b0I	6649620	6681427	6789465	6841725	6897900	6934432	6951320	7004458	7016376
PhJ0FaLdzSs	1706226	1734017	1801338	1824952	1856793	1865689	1871114	1874777	1875127
jvsDRB2GmmQ	465134	467014	478326	479930	481754	482874	483274	484652	484814
kYkGsXiRl1w	861935	869509	893636	904561	916972	923805	927422	942453	945032
4X16Iw5ST4Q	1534974	1548057	1613005	1641902	1672473	1693376	1700743	1731809	1736163
7cK1a9C7nlg	4607841	4927998	6218630	6823513	7292772	7533136	7610870	7881698	7936818
RmP93yzx82k	21231	24169	29670	31798	34129	35254	35938	37336	37738
TGmteJjCBhQ	314190	379648	563463	738764	972029	1148039	1278191	1803145	1888737
a_0PSZ2S_yw	3581379	3619942	3783481	3855590	3933535	4003169	4029439	4126216	4143176
9Q71C4IsbZE	694972	706327	742752	758255	772604	781372	785164	796371	798572
S_nyiXUMzdc	5588144	5681884	5964042	6097810	6214670	6269444	6295292	6364478	6379577
vPdDYqQHgCQ	826015	827480	835229	839626	845207	848580	849800	854159	854724
9qRxNYuR2c4	1988347	2256597	3402010	3926992	4443147	4724811	4829720	5245620	5320391
QO7e_RiMVQg	11845926	11897918	12131174	12272609	12412299	12499751	12542552	12674600	12703416
FcmUNlgld74	11556546	11691644	12205636	12422680	12650488	12775890	12852531	13019992	13063340
wls4sJFKWoE	41272	42649	45596	47650	49899	51075	51757	52947	53238
ujcsE0iXMH8	1057230	1074312	1151373	1199832	1253202	1279426	1296221	1332134	1339435
z2JmKR_STSw	10442081	10450371	10475080	10492899	10512745	10523431	10530833	10549723	10554489
hJMmweWlDL0	2770959	2781280	2853335	2886154	2923298	2947193	2953053	2989688	2993514
f2Tn9_Q-si4	171882	190813	272556	296186	324731	343646	352029	380521	383614
OpOvMwkGL18	2166173	3277431	5793830	6858866	7652639	8033825	8119366	8395477	8443768
DDY6KjQCMoQ	10249468	11043140	14921006	16346886	20074057	21178792	21296278	21442344	21490657
ZkzNAhppysE	2175248	2290325	2780683	3103610	3391789	3533943	3583223	3714469	3745014
3EPWJEdDkFc	1467587	1477741	1526595	1554081	1585897	1609461	1620904	1663420	1674818
Ipv_LWcdfC0	1563969	1569115	1588321	1599555	1613042	1621393	1625471	1639319	1642788
gRDJH0ba64c	495419	510663	552444	583380	604048	613939	617038	626420	627832
oI_X2cMHNe0	4134237	4199819	4443223	4543038	4660185	4725895	4755947	4864706	4884635
eV_Ki30MDDA	8628192	8715064	9248023	9572402	9926345	10171194	10269147	10624215	10679742
TkTaadb9GmM	16366157	16439151	16729140	16836203	16974649	17053434	17095175	17200088	17223584
gRl0LJyG92Q	618608	683146	784338	825202	859975	879323	886296	902332	905062
FIRQSAwF0bI	4051413	4412110	6191481	7335323	9092662	10678657	11870622	15191704	15932539
bG19b06NG_w	1417533	1460510	1638923	1796501	1976364	2056871	2077656	2137691	2149716
_dpIwwI86ss	1899408	1908316	1933802	1941704	1949446	1952778	1953799	1955675	1956066
wGvO8b-tiaM	2962583	3115485	3357769	3380638	3399915	3414785	3417643	3428429	3430059
XzZGOrCn0gQ	2141116	2154422	2228147	2279136	2339287	2368411	2379668	2423268	2428718
Z1Nv1VcsWeo	2390935	2545442	2895600	3069072	3200812	3280405	3322511	3446644	3470208
tgB1wUcmbbw	36651488	36724542	37083693	37345960	37661555	37858021	37988668	38330699	38419997
vBJDPmTWP8o	1701859	1718708	1808403	1860559	1951406	1983034	1992798	2010041	2014551
ACc_TqqRtxw	2363917	2406825	2893051	3313668	3738334	3970785	4098793	4423322	4494087
ojv92-lmwko	624378	630761	691210	723349	750688	763574	768060	798121	803383
F0fMoqY9qI0	11348225	11403164	11512876	11563398	11623395	11663356	11694221	11768988	11790179
b4F0YBnVdno	2748105	2749808	2756678	2761249	2766365	2769347	2771784	2778677	2781022
yrj9OzuI-RU	164671	164769	165263	165566	165962	166067	166098	166424	166456
tcSmm3rJikY	4176026	4186272	4223919	4245812	4271129	4284849	4290818	4315965	4320209
jeVqPpWlPxg	5286037	5876518	6885868	7346701	7800390	8070148	8222836	8559844	8629433
-KKBtdYW9Uc	1154353	1158973	1178336	1181299	1186774	1189623	1190436	1192832	1193180
3C44FKPNTwg	652110	666425	712970	734961	755734	767022	771729	784758	788137
LEskwxhMZLU	26556	27152	28352	28960	29420	29729	29887	30221	30323
A_Th5L5iTd0	57955	58851	61393	63380	65499	66513	67193	69059	69717
tn79OFbPwKE	14764163	14901398	15558613	15925214	16265057	16428648	16503685	16795343	16849692
iH8mWNKM8xU	2012873	2705990	4039625	4520303	4957672	5169542	5276001	5600771	5657634
exMTvet57Ew	797303	822582	914532	957361	993589	1010426	1017788	1037972	1043051
yb4kLSp-Us8	1523605	1552159	1716734	1795239	1868414	1924834	1944740	2060704	2071871
0HPKKFugajE	2053542	2069928	2133130	2159074	2184339	2200338	2206278	2230486	2236950
p6QAMEdB_BM	3057529	3127832	3408151	3521927	3606912	3659765	3678812	3748004	3760901
QlZjtudjVD0	6093523	6110675	6153132	6169482	6182028	6188962	6193232	6202387	6205165
4BQs5o6ND0k	2080462	2116429	2264162	2343275	2426969	2462881	2483268	2514501	2518276
zPOYkJsrewU	1828143	1858678	1971290	2020056	2067060	2096808	2110442	2152360	2162612
dz4SG2vgE1g	59485	59845	60522	60872	61365	61629	61772	62050	62151
8xfSL0XLRtQ	3880343	4023871	4713199	5052007	5426454	5653967	5739985	6037363	6071696
DmQ4Dqxs0HI	3435475	3506768	3817905	3996642	4162861	4257587	4300659	4429664	4467275
MOifIuOhBiA	2284550	2297209	2319605	2326130	2326858	2331163	2332383	2335586	2336221
tCOaHMeZ6ow	2705091	2725823	2785323	2810183	2838817	2858855	2870194	2901649	2908339
4vbDFu0PUew	31912493	33137969	40236974	44614240	51079500	53324111	53977360	56503251	57280423
gA9XVJ4lv1g	2014034	2015257	2007520	2009182	2010494	2011531	2011897	2013190	2013377
iq6q82Jo8ZQ	4152793	4156491	4170019	4175102	4180836	4184764	4186381	4192065	4193225
4vfZ4KSw50M	514236	551254	651401	703876	755584	782470	792908	812562	817298
kntrqdpZ1vk	247139	247954	249822	251050	252431	253357	254108	255765	256154
_pG5BrnHzDs	895091	907599	967609	993141	1019643	1036401	1042960	1068906	1072772
x-e-Erg5irA	1381232	1484630	1658008	1704404	1735791	1759351	1767950	1793675	1796766
QGae78sWVSw	2988611	3238856	4345782	4640596	4862800	4964357	4999022	5077166	5085131
DXxwFwbwwKc	4200693	4381620	4892674	5002763	5103383	5172303	5203377	5303315	5318097
PyPrgbRBilg	7851395	7858274	7892723	7915379	7943662	7962983	7974477	8005009	8011508
B-ZnzIAL_sw	1293914	1304781	1361495	1387874	1413988	1430116	1435974	1460311	1463765
HqO5jmkARaE	968768	1343213	2017602	2217688	2389932	2471967	2506171	2638818	2660552
i9t7RIVW_Oo	763799	779656	830815	845130	857420	868216	872013	884815	887582
mkH7rVb6V68	5650372	5659782	5680598	5688303	5699795	5703933	5705933	5711791	5712953
oSwZ_BckDvc	9810856	10166231	11226573	11797585	12489760	12849173	13006357	13301349	13335237
v17J6GbtvKY	2565198	2573627	2612195	2643667	2677188	2696376	2710620	2749111	2754975
AQbmpecxS2w	924586	978126	1158527	1288738	1446943	1527114	1558756	1645574	1661853
ZgtWHv-0L_A	134337	137215	147145	151759	155186	156958	157839	160121	160645
Fj9f1BGuEss	18388	20489	26399	31545	36856	40299	42365	46536	47821
0yCenSLpnaE	6127099	6170792	6408845	6547275	6668700	6731126	6757751	6868924	6894391
p6sCsOdqXQw	2209667	2244727	2389280	2446120	2503894	2535075	2553728	2596945	2605863
F-yEoHL7MYY	3277757	3397737	3806406	4040397	4286691	4441413	4531530	4734770	4768840
oDH4AKMG16I	1505280	1513581	1547808	1573818	1604497	1617929	1623127	1626200	1626480
3FajtMuSknA	1285556	1290534	1306514	1308230	1310289	1312484	1313174	1315888	1316285
CCdm7E1_k6k	173871	175104	179489	180914	182982	184277	185038	186964	187520
IV3dnLzthDA	11622503	11731713	12166828	12373442	12616532	12788759	12876641	13171439	13198640
Wc7QmaS8_sk	34269	34744	37037	37676	38364	38746	39005	39608	39757
NUhNJ8lFUQg	1143562	1158858	1229997	1258350	1290895	1313400	1320498	1349310	1353367
EXUuKYHyXPY	4935011	5067591	5939883	6511711	6941143	7151409	7231650	7580525	7632814
paIL5Y1DLTU	3787291	3809450	3945749	4037887	4120264	4178348	4213675	4328477	4348127
XKDhq2UcjIM	2192911	2204564	2258487	2282735	2306220	2320657	2326784	2352296	2355995
WuY0CbeBv8g	437787	438360	441029	442534	443608	444164	444307	446006	446096
t2aPiie87Q8	3622984	3631346	3657810	3673871	3704662	3725440	3742997	3771123	3779125
xdT8bhSrh_Y	1003362	1005347	1011122	1014969	1019319	1022658	1024673	1030817	1032288
pQuk3t2aeBo	6467696	6564103	7048988	7286409	7496008	7625188	7682938	7871612	7907347
SUdHzKRiBX8	1736222	1797848	2040812	2171199	2314615	2405172	2445223	2543456	2557658
xAOv_zvXBQk	2461790	2531732	3134971	3564895	4023264	4311532	4417216	4812174	4829596
L-QNituOKHk	1261920	1275384	1314277	1328872	1341137	1350521	1355481	1367899	1370409
ZQ4E0JJcxz0	3033876	3063549	3165979	3214238	3275037	3311873	3329842	3380855	3391978
vjhbxxTYkpw	1821032	2379458	3037145	3201921	3288291	3316526	3328083	3344317	3346930
kZdhnDmr0w4	2399766	2421633	2526686	2577057	2630142	2667693	2684399	2740713	2750410
dmBvnY4rKHg	6990479	7117050	7433706	7603168	7725626	7785505	7822342	7909752	7932655
a8vpdjYfWww	30566	30873	31722	32082	32445	32705	32866	33186	33289
PQLhTPEiYnM	2968728	2980704	3048237	3115221	3172528	3208504	3222595	3276312	3284463
XIDVt-dB7Ak	9313109	9349568	9563771	9692100	9812327	9874053	9906094	10008315	10028643
5hMfhG18tms	45203	46673	49338	50854	52479	53555	54169	55292	55607
qimBSj7_CnM	504797	543139	693170	772635	845240	870202	883143	923906	930570
sLTvQnjEkRU	9843675	9976906	10646266	10825871	11010597	11153137	11230230	11475217	11517840
-5q3oq6SM-4	1251827	1263076	1308818	1337685	1364580	1380575	1386844	1400947	1403447
uFzuRm3wCDk	1131124	1154780	1243149	1276945	1316784	1342610	1353139	1386425	1391384
EHbm0BXx0_4	716021	783373	1051274	1186430	1241030	1265307	1275275	1312556	1318946
qVPw33-qtgw	2060001	2062588	2077084	2076867	2078576	2079852	2080381	2081873	2082087
nmjcQGEqcFU	2829468	2860372	2922125	2939767	2948811	2953093	2955743	2961990	2963534
rUCe2WAdEg0	3268311	3273489	3296336	3305781	3313841	3318892	3321156	3329723	3331607
