XdUoiEVccdo	1001009	1031430	1148979	1217544
hse_g-YZ754	3720415	3745431	3822597	3843508
AAp-2L682Jg	1866942	1924396	2213008	2353875
5ED4m-4zw14	644084	654429	693195	717749
i-qaw_coIsw	460181	472842	516108	540276
IkWhSslf7d8	413248	480217	614564	688875
a_0PSZ2S_yw	3581123	3619942	3783481	3855332
acMC7bTVcY8	3498898	3916704	4876184	5299822
Ujaa3ar4hCA	1179558	1252513	1572696	1717304
FgSX-RZeXQU	1107001	1123978	1215985	1258799
SoVLr7A4Q7k	132224	132652	135278	139938
CMWLX0KXwF4	425225	523176	837546	1010628
nxn0lmYArXg	123689	126652	135684	142354
F4Z0GHWHe60	1768397	1760626	1788716	1804682
cU4CuA5dFz4	411105	415843	428485	433213
Nq3x1AkwgpY	788270	1053979	1917220	2372115
s-MoeONH5Ug	1467319	1478298	1522738	1544739
VMJPHqwv41U	1732924	1766309	1876902	1923984
SNL1828hKIQ	1058735	1086959	1197815	1239853
IRyvDZzXGEs	355942	360698	378930	385597
gRDJH0ba64c	495315	510663	552444	583289
N3f7OLt-WvY	1540609	1600804	1883177	2038894
qqAxQ9yVa5A	1140187	1158108	1231526	1260869
eQS0iayRgQU	702189	710061	735719	751390
6lcVtR-zHuI	200018	201084	204425	205155
_fpxCuorKjA	3211576	3399955	4147708	4358192
6fPj6mj-M_k	1088651	1105364	1158164	1180813
ql1YDUYWTmg	402641	404702	424533	427006
BkBkxM2MOmw	3538525	3667993	4388669	4797481
wBo8hqRd92Q	1390080	1459410	1729183	1889032
T4tcZAduiVk	324483	330424	346596	353939
JyXpzxRr_T0	684876	707305	807543	865898
bG19b06NG_w	1417533	1460510	1638923	1795807
OXbQx2hfA5k	369157	371117	378556	380467
h5AKZrG1khI	827966	835670	860194	874219
IFQczCt-oSY	2985753	2997237	3035945	3049124
XzZGOrCn0gQ	2141037	2154258	2227911	2279136
_bdxSvIh7-A	651573	654915	670415	691752
wZiPs0vqFFU	768024	797856	877663	916279
vVXqB3WbzM0	237542	238842	243159	245165
Q33XE_ksUCU	3512133	3700567	4597588	5056015
PbRZcvVnF0w	987199	1037565	1312856	1505160
JKOdGQAfAIc	2155081	2230077	2565024	2774954
p9ImTMnUK0Q	582154	615661	752180	855868
KCNhjF-MzYg	476238	531878	650077	690656
NP0mOzGPAmg	287509	287535	287609	287690
3iLXOp3TbiU	389885	391537	395235	396434
Ajn-PTtBOn4	896493	937453	1098992	1210127
7RcXq-8cOac	42479	49959	63051	69761
_WE89vjfcBI	735521	753623	806955	828030
jeVqPpWlPxg	5281368	5871921	6883185	7346701
Oxyo2sK_jVk	709812	718648	767035	793588
neELJuq4yTI	76624	77078	78305	78896
VS4QQPFw5uI	602484	635390	781351	828294
3yvVjrVpzws	995293	1066735	1196955	1276557
YxwOYl5Ar-c	555324	558122	573064	581422
0uGjlJAUVN4	651830	662080	723176	752581
hiE6RIPe6U4	1463711	1496721	1659278	1764979
