XdUoiEVccdo	1001009	1031430	1148979	1217544	1290639	1322105	1337386	1373845
hse_g-YZ754	3720415	3745431	3822597	3843508	3868320	3880051	3902999	3969238
AAp-2L682Jg	1866942	1924396	2213008	2353875	2449568	2493958	2513659	2566024
5ED4m-4zw14	644084	654429	693195	717749	748671	768931	778618	809410
i-qaw_coIsw	460181	472842	516108	540276	557187	568107	573256	585990
IkWhSslf7d8	413248	480217	614564	688875	763116	800953	813419	845425
a_0PSZ2S_yw	3581123	3619942	3783481	3855332	3933535	4003169	4029439	4126174
acMC7bTVcY8	3498898	3916704	4876184	5299822	5717665	5929522	6065831	6391869
Ujaa3ar4hCA	1179558	1252513	1572696	1717304	1849853	1940817	1991106	2148903
FgSX-RZeXQU	1107001	1123978	1215985	1258799	1298798	1318439	1326985	1358044
SoVLr7A4Q7k	132224	132652	135278	139938	141957	142995	143179	143594
CMWLX0KXwF4	425225	523176	837546	1010628	1187953	1314239	1383287	1571063
nxn0lmYArXg	123689	126652	135684	142354	149853	154686	157717	165951
F4Z0GHWHe60	1768397	1760626	1788716	1804682	1819745	2486724	2623014	3278084
cU4CuA5dFz4	411105	415843	428485	433213	438373	441944	443626	448137
Nq3x1AkwgpY	788270	1053979	1917220	2372115	2868191	3173344	3382390	3955349
s-MoeONH5Ug	1467319	1478298	1522738	1544739	1566014	1579016	1583709	1603556
VMJPHqwv41U	1732924	1766309	1876902	1923984	1968910	1996934	2007940	2041962
SNL1828hKIQ	1058735	1086959	1197815	1239853	1293133	1330175	1345649	1399503
IRyvDZzXGEs	355942	360698	378930	385597	391962	396371	397671	403739
gRDJH0ba64c	495315	510663	552444	583289	604048	613939	617038	626411
N3f7OLt-WvY	1540609	1600804	1883177	2038894	2187472	2312201	2360794	2584518
qqAxQ9yVa5A	1140187	1158108	1231526	1260869	1290186	1310528	1318850	1349634
eQS0iayRgQU	702189	710061	735719	751390	769028	780920	786846	801325
6lcVtR-zHuI	200018	201084	204425	205155	205780	206204	206405	207112
_fpxCuorKjA	3211576	3399955	4147708	4358192	4535490	4655382	4704986	4851022
6fPj6mj-M_k	1088651	1105364	1158164	1180813	1207467	1223639	1230778	1253279
ql1YDUYWTmg	402641	404702	424533	427006	429259	430141	430710	431510
BkBkxM2MOmw	3538525	3667993	4388669	4797481	5164839	5324244	5454477	5872124
wBo8hqRd92Q	1390080	1459410	1729183	1889032	2008491	2059185	2087018	2180767
T4tcZAduiVk	324483	330424	346596	353939	362067	373103	376009	382825
JyXpzxRr_T0	684876	707305	807543	865898	932510	973212	992931	1061646
