i0O86g520cs	2680210	2690516	2725483
cXW7M2TQvQ0	380036	384748	398824
YC6fW0qqDUk	51179	53414	59792
uynLFuuFBps	27232	27870	30817
a_0PSZ2S_yw	3581379	3619942	3783481
lnr1KCWf-J4	1503166	1506369	1521388
n43oZSY7df0	16801347	16976419	17711473
aCZ6aLuyTwM	917701	953751	1118222
GsPk03_TqMc	4052292	4071761	4186242
FcmUNlgld74	11556546	11689985	12204305
acMC7bTVcY8	3498898	3916704	4879027
QO7e_RiMVQg	11845553	11897193	12130393
YpQ5DEMqoW0	432041	434310	444162
ioHy9bZDLhg	407165	408224	413814
v8MKkbrfL-c	1949178	1951815	1966953
bc593mbuTTc	1897625	1899244	1908636
IM-x1VrAL-c	5130506	5183237	5470841
z2JmKR_STSw	10442081	10450237	10475080
s5vuXYNQehA	752478	755268	768818
DDY6KjQCMoQ	10243159	11039644	14910813
zKYqM2ADpz8	6504985	6577075	6811343
IycyBFrJXXg	5198934	5221035	5345471
y1RNQcFySWc	58860	59422	61030
oI_X2cMHNe0	4134237	4199819	4443223
TkTaadb9GmM	16366157	16439151	16729140
48s6RGU1dr0	3850338	4128831	5242628
yOK-Vy8J4NM	5651345	5693871	5843958
xBpUcJKYkSk	3379880	3406988	3527362
VH0sc3HtAq4	96271346	98603979	98983751
DmKpePzn5-c	19407980	19476026	19766995
4Uo3_IuRR5E	3517744	3637084	4042032
efFQ02rvSiA	35724649	39849940	52085414
cBzlNT9bU4M	22010	22593	24227
5Ofpo0Jj62c	2223058	2289238	2597579
tWIHC4pW3jc	360499	363876	376728
P6Ps7MYB2bI	823091	862733	990936
d_cwY5KqwYw	1011160	1022346	1077169
GZifN_BacG0	784223	787594	797709
apPxQOfh0ek	25472036	25673958	26442908
tgB1wUcmbbw	36651488	36723595	37082413
X6ePJCYeEn0	89616	90516	93289
uFDkjbD4pZs	2446877	2563366	2934253
PKMaOgCZU_U	874698	891148	946878
C2rJZd5YQJU	2395969	2415443	2513164
F0fMoqY9qI0	11347879	11403164	11512599
UeqIVJJnwCU	99934	104862	124307
rpr9ltx8q28	39476	39961	41374
T79ZSCQ5WEc	55885670	56252572	57976050
HmP_wGYw1_g	18601133	18797353	19590883
8_BLh6MXpN8	52519	53913	58436
Nus7MfF2ytw	175685177	178133872	188078031
uGzDKU7gxho	2328062	2433533	2446565
sVKlJ5M2kBY	394162	405768	437399
y7RxSfivDnE	51627	52033	53436
AcDGIkDGY2c	1481443	1498938	1594661
VcHMZ7LdMO8	25051	26152	28222
jeVqPpWlPxg	5281368	5876492	6883185
-KKBtdYW9Uc	1154326	1158973	1178336
R5QpUh6cYO8	1720492	1724616	1743380
ktwOZXFYw0Y	11364109	11439854	11885125
jLRm8wP6iCE	2112136	2115319	2123003
ovZw_z2s9Bc	1916040	1968704	2136000
iH8mWNKM8xU	2012873	2705990	4039625
GS-666L0VLE	9012326	9095129	9475617
dEjA3uw5s3I	11550912	11924732	13474812
1meYHqpovJc	53238	54558	58318
UMnk3n6QGmA	611565	614845	626387
ppS8kgyoU80	936057	942620	977905
QlZjtudjVD0	6093362	6110675	6153132
zPOYkJsrewU	1828143	1858239	1971050
cUbzWjNqtmo	2123820	2187011	2288417
RX8b4H_wEEo	4275041	4411709	4958199
DBjAIdTZrqQ	52557	55104	61743
DmQ4Dqxs0HI	3435475	3505836	3817905
Lk8pjx8KpVQ	627688	646208	707210
ZyNCY8IW7oI	51424	54150	60541
XwGjdaboKzo	80533	81514	84781
L-A7p6s-1Ns	634394	641473	670106
4vbDFu0PUew	31912493	33137969	40236974
_FlXe7GmBrE	512679	541128	598194
MvDMMiVC8UE	62557	63851	69051
udTOGzb9FHs	1305346	1312609	1342881
bTdxa8uOzls	6723673	6769444	6988881
x-e-Erg5irA	1381208	1484630	1658008
QGae78sWVSw	2988611	3234121	4344336
BdSKimOBm6k	25160	26514	28823
BwGh2vCm8qk	516673	527316	581197
8JbBzQBa9D4	911076	918321	952044
kJQ3FkvUB20	3531330	3589901	3743891
pRSkhCc3Hkk	1496313	1509019	1547655
mkH7rVb6V68	5650372	5659687	5680566
oSwZ_BckDvc	9810856	10166231	11226573
DKToNIqOJyw	2938802	2974988	3153058
c0wUKCekI34	3047839	3167757	3545877
I6o32fBPqMY	119044	144776	205104
K463NayEBCk	26456	27027	28505
Z_MvkyuOJgk	13336354	13498083	14125997
7iFjVFF4gNo	18107	20664	27313
79utzs9G8ng	763306	764185	767536
nLhes14fUKg	1024448	1028637	1054167
MJyrDxtU5ds	384160	386927	396780
Ikrqv6M_W0Q	94380	94659	95471
H5v3kku4y6Q	102707154	103378208	106268887
IV3dnLzthDA	11622503	11731713	12166828
GBxoH5XxH2Y	1013832	1017590	1054008
5vbvwTTQ6GA	2091947	2094430	2106685
5eCg1Def1ik	1410158	1435603	1606828
PzxxYd6fsr0	67231	68540	72755
8uiUz_IUkpo	150823007	154912540	167283122
v3rJ1DGhbIM	95967	97111	100209
YRNXEcUIsaU	1936671	1945533	1998436
zjIU9KOAgRA	5495367	5530967	5757666
iq_6Z1ZIA4k	769684	821949	1024823
pQuk3t2aeBo	6467696	6564103	7048988
G8O1wHFd3uM	1060911	1109474	1317736
vjhbxxTYkpw	1816045	2374143	3036211
pirYs7L4xog	108937605	109713484	113101266
Yx3K3g4CtoQ	1825206	1952074	2470283
lb2mJhPusRM	1265837	1273210	1297045
6kolTgj7uQc	1073776	1090429	1154386
hibTeDRLhCc	2564129	2622143	2677599
VGmTO5DRxII	9591647	9654213	10014014
6NdxqonzexQ	49697	49778	50052
lyJqXb8Nj-I	1722699	1812009	2097827
n1khwOk5dN8	8611925	8897478	9744452
SXGKt-q263w	1261856	1269121	1303641
JhA9PFyGwrw	37230	37468	38361
ndiadyS1L94	1201719	1215768	1269212
WkgHkrM9fo0	45623463	46297171	49332081
9kb5cuLK4n0	4905854	5608800	8592266
2YvCWCrssw0	37049	37155	37466
YhQaXTMLXPs	458185	470394	515246
36ZdwrpEMCg	40184	40277	40511
4I25nV9hXGA	20364722	20766757	22628946
wYdqohteanI	490160	519987	586090
c0AOEQAvZWk	48175704	48179172	48175839
0Dz8SebIq3s	4353568	4358987	4374376
ep57Nj9eWmU	8401439	8423438	8511969
heayyMyhSGU	2793421	2921900	3594612
_iksbUH1aMg	5549531	5562283	5636694
342ILHWUonY	2643170	2655578	2679985
ZXtpmM0NDGY	1602017	1617484	1687260
zdBthc6fCk4	5970748	6076700	6318016
dUC7TBmzrL4	5545180	5737085	6478108
-Nm3bQ-uMhg	1587495	1614045	1706709
8dJyRm2jJ-U	87149121	92833112	109399079
nYFDHftXido	7107012	7155327	7365557
j1AuFXa_g0o	7796678	8320166	10591125
YhxOUeZknN8	296640	305325	332668
qen2szBZn7w	35944	37691	41641
2n5GKLdrTfk	1399003	1490657	1894346
dXqPagAcr64	3783299	3809168	3893512
z4WblARaDGw	2188835	2199378	2256265
XoFDIIyhPqQ	763651	770209	791370
7SoG8bKN8vA	6257959	6304671	6573745
qa2-wpVZt2E	6663308	6734172	7071669
G3HaDp48kks	28156	28396	29153
Ghbi0we-mcE	322018	323679	331538
V3C4pWwDqps	10077929	10085968	10063399
_iz5_DuY_II	6392990	6653878	7821344
bJwdkYKF5LM	939695	955940	1036449
Vnk8NZ0sQbE	5232309	5389566	5834992
qB9ZC-mbK8g	8933797	9043395	9602523
uN39K9ctJuU	4423108	4517933	4949188
7OPg-ksxZ4Y	2561568	2683025	3110335
EUcvdGfGEj0	3149900	3172373	3309775
WnJipPJ2frY	132181	141262	171045
